,regimen,regimen_abbrev,regimen_name,regimen_name_formatted,van_deun_core_drug,van_deun_companion_drugs,van_deun,resistance_prevention,mechanism_of_action,route_of_administration,route_of_administration_hospitalized,cost,toxicity,qt_prolongation,high_bactericidal_activity_early,high_bactericidal_activity,high_sterilizing_activity,efficacy,bactericidal_activity_early,bactericidal_activity,sterilizing_activity,synergism,antagonism,contraindications,same_drug_class,first_line,clinical_evidence
90,"(0, 1, 6, 19)","LFX, LZD, BDQ, DLM","['Levofloxacin', 'Linezolid', 'Bedaquiline', 'Delamanid']","['levofloxacin', 'linezolid', 'bedaquiline', 'delamanid']",True,True,True,10,True,True,True,420.2,6.0,True,True,True,True,True,12,11,15,0,0,0,0,0,9
91,"(0, 1, 6, 20)","LFX, LZD, BDQ, INH","['Levofloxacin', 'Linezolid', 'Bedaquiline', 'Isoniazid']","['levofloxacin', 'linezolid', 'bedaquiline', 'isoniazid']",True,True,True,11,True,True,True,112.17999999999999,6.0,False,True,True,True,True,15,13,15,0,0,0,0,1,12
92,"(0, 1, 6, 21)","LFX, LZD, BDQ, INH HD","['Levofloxacin', 'Linezolid', 'Bedaquiline', 'Isoniazid High Dose']","['levofloxacin', 'linezolid', 'bedaquiline', 'isoniazid_high_dose']",True,True,True,11,True,True,True,112.8,6.25,False,True,True,True,True,14,13,15,0,0,0,0,1,10
93,"(0, 1, 6, 22)","LFX, LZD, BDQ, PZA","['Levofloxacin', 'Linezolid', 'Bedaquiline', 'Pyrazinamide']","['levofloxacin', 'linezolid', 'bedaquiline', 'pyrazinamide']",True,True,True,9,True,True,True,113.57,6.0,False,True,True,True,True,11,12,16,1,0,0,0,1,12
94,"(0, 1, 6, 23)","LFX, LZD, BDQ, PMD","['Levofloxacin', 'Linezolid', 'Bedaquiline', 'Pretomanid']","['levofloxacin', 'linezolid', 'bedaquiline', 'pretomanid']",True,True,True,10,True,True,True,211.57,6.0,False,True,True,True,True,13,11,15,0,0,0,0,0,9
95,"(0, 1, 7, 8)","LFX, LZD, AMI, CFZ","['Levofloxacin', 'Linezolid', 'Amikacin', 'Clofazimine']","['levofloxacin', 'linezolid', 'amikacin', 'clofazimine']",True,False,False,12,False,False,True,119.53999999999999,9.25,True,True,True,True,True,11,12,11,0,0,0,0,0,10
96,"(0, 1, 7, 9)","LFX, LZD, AMI, CS","['Levofloxacin', 'Linezolid', 'Amikacin', 'Cycloserine']","['levofloxacin', 'linezolid', 'amikacin', 'cycloserine']",True,False,False,11,False,False,True,122.28,9.75,False,True,True,True,True,12,12,11,0,0,0,0,0,10
97,"(0, 1, 7, 10)","LFX, LZD, AMI, TERI","['Levofloxacin', 'Linezolid', 'Amikacin', 'Terizidone']","['levofloxacin', 'linezolid', 'amikacin', 'terizidone']",True,False,False,11,False,False,True,309.18,10.0,False,True,True,True,True,12,12,11,0,0,0,0,0,10
98,"(0, 1, 7, 11)","LFX, LZD, AMI, STREP","['Levofloxacin', 'Linezolid', 'Amikacin', 'Streptomycin']","['levofloxacin', 'linezolid', 'amikacin', 'streptomycin']",True,False,False,12,False,False,True,109.1,10.0,False,True,True,True,True,12,11,11,0,0,0,1,0,10
99,"(0, 1, 7, 12)","LFX, LZD, AMI, EMB","['Levofloxacin', 'Linezolid', 'Amikacin', 'Ethambutol']","['levofloxacin', 'linezolid', 'amikacin', 'ethambutol']",True,False,False,11,False,False,True,91.77,8.0,False,True,True,True,True,12,12,10,0,0,0,0,1,12
100,"(0, 1, 7, 13)","LFX, LZD, AMI, PAS","['Levofloxacin', 'Linezolid', 'Amikacin', 'Para-aminosalicylic acid']","['levofloxacin', 'linezolid', 'amikacin', 'para_aminosalicylic_acid']",True,True,True,11,False,False,True,211.57999999999998,10.0,False,True,True,True,True,13,11,12,0,0,0,0,0,10
101,"(0, 1, 7, 14)","LFX, LZD, AMI, ETH","['Levofloxacin', 'Linezolid', 'Amikacin', 'Ethionamide']","['levofloxacin', 'linezolid', 'amikacin', 'ethionamide']",True,False,False,11,False,False,True,101.38,10.0,False,True,True,True,True,13,12,11,0,0,0,0,0,11
102,"(0, 1, 7, 15)","LFX, LZD, AMI, PTH","['Levofloxacin', 'Linezolid', 'Amikacin', 'Prothionamide']","['levofloxacin', 'linezolid', 'amikacin', 'prothionamide']",True,False,False,11,False,False,True,108.53,10.0,False,True,True,True,True,13,12,11,0,0,0,0,0,11
103,"(0, 1, 7, 16)","LFX, LZD, AMI, RIF","['Levofloxacin', 'Linezolid', 'Amikacin', 'Rifampicin']","['levofloxacin', 'linezolid', 'amikacin', 'rifampicin']",True,True,True,12,False,False,True,104.83,8.0,False,True,True,True,True,13,13,14,0,0,0,0,1,12
104,"(0, 1, 7, 17)","LFX, LZD, AMI, RIF HD","['Levofloxacin', 'Linezolid', 'Amikacin', 'Rifampicin High Dose']","['levofloxacin', 'linezolid', 'amikacin', 'rifampicin_high_dose']",True,True,True,12,False,False,True,127.71000000000001,8.0,False,True,True,True,True,13,11,14,0,0,0,0,1,9
105,"(0, 1, 7, 18)","LFX, LZD, AMI, RBT","['Levofloxacin', 'Linezolid', 'Amikacin', 'Rifabutin']","['levofloxacin', 'linezolid', 'amikacin', 'rifabutin']",True,True,True,12,False,False,True,147.18,8.5,False,True,True,True,True,12,12,13,0,0,0,0,1,10
106,"(0, 1, 7, 19)","LFX, LZD, AMI, DLM","['Levofloxacin', 'Linezolid', 'Amikacin', 'Delamanid']","['levofloxacin', 'linezolid', 'amikacin', 'delamanid']",True,True,True,11,False,False,True,398.21,8.0,False,True,True,True,True,12,11,12,0,0,0,0,0,9
107,"(0, 1, 7, 20)","LFX, LZD, AMI, INH","['Levofloxacin', 'Linezolid', 'Amikacin', 'Isoniazid']","['levofloxacin', 'linezolid', 'amikacin', 'isoniazid']",True,True,True,12,False,False,True,90.19,8.0,False,True,True,True,True,15,13,12,0,0,0,0,1,12
108,"(0, 1, 7, 21)","LFX, LZD, AMI, INH HD","['Levofloxacin', 'Linezolid', 'Amikacin', 'Isoniazid High Dose']","['levofloxacin', 'linezolid', 'amikacin', 'isoniazid_high_dose']",True,True,True,12,False,False,True,90.81,8.25,False,True,True,True,True,14,13,12,0,0,0,0,1,10
109,"(0, 1, 7, 22)","LFX, LZD, AMI, PZA","['Levofloxacin', 'Linezolid', 'Amikacin', 'Pyrazinamide']","['levofloxacin', 'linezolid', 'amikacin', 'pyrazinamide']",True,True,True,10,False,False,True,91.58,8.0,False,True,True,True,True,11,12,13,0,0,0,0,1,12
111,"(0, 1, 8, 9)","LFX, LZD, CFZ, CS","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Cycloserine']","['levofloxacin', 'linezolid', 'clofazimine', 'cycloserine']",True,False,False,11,False,True,True,109.23,9.0,True,True,True,True,True,11,13,11,0,0,0,0,0,9
112,"(0, 1, 8, 10)","LFX, LZD, CFZ, TERI","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Terizidone']","['levofloxacin', 'linezolid', 'clofazimine', 'terizidone']",True,False,False,11,False,True,True,296.13,9.25,True,True,True,True,True,11,13,11,0,0,0,0,0,9
113,"(0, 1, 8, 11)","LFX, LZD, CFZ, STREP","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Streptomycin']","['levofloxacin', 'linezolid', 'clofazimine', 'streptomycin']",True,False,False,12,False,True,True,96.05,9.25,True,True,True,True,True,11,12,11,0,0,0,0,0,9
114,"(0, 1, 8, 12)","LFX, LZD, CFZ, EMB","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Ethambutol']","['levofloxacin', 'linezolid', 'clofazimine', 'ethambutol']",True,False,False,11,False,True,True,78.72,7.25,True,True,True,True,True,11,13,10,0,0,0,0,1,11
115,"(0, 1, 8, 13)","LFX, LZD, CFZ, PAS","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Para-aminosalicylic acid']","['levofloxacin', 'linezolid', 'clofazimine', 'para_aminosalicylic_acid']",True,True,True,11,False,True,True,198.53,9.25,True,True,True,True,True,12,12,12,0,0,0,0,0,9
116,"(0, 1, 8, 14)","LFX, LZD, CFZ, ETH","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Ethionamide']","['levofloxacin', 'linezolid', 'clofazimine', 'ethionamide']",True,False,False,11,False,True,True,88.33,9.25,True,True,True,True,True,12,13,11,0,0,0,0,0,10
117,"(0, 1, 8, 15)","LFX, LZD, CFZ, PTH","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Prothionamide']","['levofloxacin', 'linezolid', 'clofazimine', 'prothionamide']",True,False,False,11,False,True,True,95.48,9.25,True,True,True,True,True,12,13,11,0,0,0,0,0,10
118,"(0, 1, 8, 16)","LFX, LZD, CFZ, RIF","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Rifampicin']","['levofloxacin', 'linezolid', 'clofazimine', 'rifampicin']",True,True,True,12,False,True,True,91.78,7.25,True,True,True,True,True,12,14,14,0,0,0,0,1,11
119,"(0, 1, 8, 17)","LFX, LZD, CFZ, RIF HD","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Rifampicin High Dose']","['levofloxacin', 'linezolid', 'clofazimine', 'rifampicin_high_dose']",True,True,True,12,False,True,True,114.66,7.25,True,True,True,True,True,12,12,14,0,0,0,0,1,8
120,"(0, 1, 8, 18)","LFX, LZD, CFZ, RBT","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Rifabutin']","['levofloxacin', 'linezolid', 'clofazimine', 'rifabutin']",True,True,True,12,False,True,True,134.13,7.75,True,True,True,True,True,11,13,13,0,0,0,0,1,9
121,"(0, 1, 8, 19)","LFX, LZD, CFZ, DLM","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Delamanid']","['levofloxacin', 'linezolid', 'clofazimine', 'delamanid']",True,True,True,11,False,True,True,385.15999999999997,7.25,True,True,True,True,True,11,12,12,0,0,0,0,0,8
122,"(0, 1, 8, 20)","LFX, LZD, CFZ, INH","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Isoniazid']","['levofloxacin', 'linezolid', 'clofazimine', 'isoniazid']",True,True,True,12,False,True,True,77.14,7.25,True,True,True,True,True,14,14,12,0,0,0,0,1,11
123,"(0, 1, 8, 21)","LFX, LZD, CFZ, INH HD","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Isoniazid High Dose']","['levofloxacin', 'linezolid', 'clofazimine', 'isoniazid_high_dose']",True,True,True,12,False,True,True,77.76,7.5,True,True,True,True,True,13,14,12,0,0,0,0,1,9
124,"(0, 1, 8, 22)","LFX, LZD, CFZ, PZA","['Levofloxacin', 'Linezolid', 'Clofazimine', 'Pyrazinamide']","['levofloxacin', 'linezolid', 'clofazimine', 'pyrazinamide']",True,True,True,10,False,True,True,78.53,7.25,True,True,True,True,True,10,13,13,1,0,0,0,1,11
126,"(0, 1, 9, 10)","LFX, LZD, CS, TERI","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Terizidone']","['levofloxacin', 'linezolid', 'cycloserine', 'terizidone']",True,False,False,10,False,True,True,298.87,9.75,False,True,True,True,True,12,13,11,0,0,0,0,0,9
127,"(0, 1, 9, 11)","LFX, LZD, CS, STREP","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Streptomycin']","['levofloxacin', 'linezolid', 'cycloserine', 'streptomycin']",True,False,False,11,False,True,True,98.79,9.75,False,True,True,True,True,12,12,11,0,0,0,0,0,9
128,"(0, 1, 9, 12)","LFX, LZD, CS, EMB","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Ethambutol']","['levofloxacin', 'linezolid', 'cycloserine', 'ethambutol']",True,False,False,10,False,True,True,81.46000000000001,7.75,False,True,True,True,True,12,13,10,0,0,0,0,1,11
129,"(0, 1, 9, 13)","LFX, LZD, CS, PAS","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Para-aminosalicylic acid']","['levofloxacin', 'linezolid', 'cycloserine', 'para_aminosalicylic_acid']",True,True,True,10,False,True,True,201.27,9.75,False,True,True,True,True,13,12,12,0,0,0,0,0,9
130,"(0, 1, 9, 14)","LFX, LZD, CS, ETH","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Ethionamide']","['levofloxacin', 'linezolid', 'cycloserine', 'ethionamide']",True,False,False,10,False,True,True,91.07000000000001,9.75,False,True,True,True,True,13,13,11,0,0,0,0,0,10
131,"(0, 1, 9, 15)","LFX, LZD, CS, PTH","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Prothionamide']","['levofloxacin', 'linezolid', 'cycloserine', 'prothionamide']",True,False,False,10,False,True,True,98.22000000000001,9.75,False,True,True,True,True,13,13,11,0,0,0,0,0,10
132,"(0, 1, 9, 16)","LFX, LZD, CS, RIF","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Rifampicin']","['levofloxacin', 'linezolid', 'cycloserine', 'rifampicin']",True,True,True,11,False,True,True,94.52000000000001,7.75,False,True,True,True,True,13,14,14,0,0,0,0,1,11
133,"(0, 1, 9, 17)","LFX, LZD, CS, RIF HD","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Rifampicin High Dose']","['levofloxacin', 'linezolid', 'cycloserine', 'rifampicin_high_dose']",True,True,True,11,False,True,True,117.4,7.75,False,True,True,True,True,13,12,14,0,0,0,0,1,8
134,"(0, 1, 9, 18)","LFX, LZD, CS, RBT","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Rifabutin']","['levofloxacin', 'linezolid', 'cycloserine', 'rifabutin']",True,True,True,11,False,True,True,136.87,8.25,False,True,True,True,True,12,13,13,0,0,0,0,1,9
135,"(0, 1, 9, 19)","LFX, LZD, CS, DLM","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Delamanid']","['levofloxacin', 'linezolid', 'cycloserine', 'delamanid']",True,True,True,10,False,True,True,387.9,7.75,False,True,True,True,True,12,12,12,0,0,0,0,0,8
136,"(0, 1, 9, 20)","LFX, LZD, CS, INH","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Isoniazid']","['levofloxacin', 'linezolid', 'cycloserine', 'isoniazid']",True,True,True,11,False,True,True,79.88000000000001,7.75,False,True,True,True,True,15,14,12,0,0,0,0,1,11
137,"(0, 1, 9, 21)","LFX, LZD, CS, INH HD","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Isoniazid High Dose']","['levofloxacin', 'linezolid', 'cycloserine', 'isoniazid_high_dose']",True,True,True,11,False,True,True,80.50000000000001,8.0,False,True,True,True,True,14,14,12,0,0,0,0,1,9
138,"(0, 1, 9, 22)","LFX, LZD, CS, PZA","['Levofloxacin', 'Linezolid', 'Cycloserine', 'Pyrazinamide']","['levofloxacin', 'linezolid', 'cycloserine', 'pyrazinamide']",True,True,True,9,False,True,True,81.27000000000001,7.75,False,True,True,True,True,11,13,13,0,0,0,0,1,11
140,"(0, 1, 10, 11)","LFX, LZD, TERI, STREP","['Levofloxacin', 'Linezolid', 'Terizidone', 'Streptomycin']","['levofloxacin', 'linezolid', 'terizidone', 'streptomycin']",True,False,False,11,False,True,True,285.69,10.0,False,True,True,True,True,12,12,11,0,0,0,0,0,9
141,"(0, 1, 10, 12)","LFX, LZD, TERI, EMB","['Levofloxacin', 'Linezolid', 'Terizidone', 'Ethambutol']","['levofloxacin', 'linezolid', 'terizidone', 'ethambutol']",True,False,False,10,False,True,True,268.36,8.0,False,True,True,True,True,12,13,10,0,0,0,0,1,11
142,"(0, 1, 10, 13)","LFX, LZD, TERI, PAS","['Levofloxacin', 'Linezolid', 'Terizidone', 'Para-aminosalicylic acid']","['levofloxacin', 'linezolid', 'terizidone', 'para_aminosalicylic_acid']",True,True,True,10,False,True,True,388.17,10.0,False,True,True,True,True,13,12,12,0,0,0,0,0,9
143,"(0, 1, 10, 14)","LFX, LZD, TERI, ETH","['Levofloxacin', 'Linezolid', 'Terizidone', 'Ethionamide']","['levofloxacin', 'linezolid', 'terizidone', 'ethionamide']",True,False,False,10,False,True,True,277.97,10.0,False,True,True,True,True,13,13,11,0,0,0,0,0,10
144,"(0, 1, 10, 15)","LFX, LZD, TERI, PTH","['Levofloxacin', 'Linezolid', 'Terizidone', 'Prothionamide']","['levofloxacin', 'linezolid', 'terizidone', 'prothionamide']",True,False,False,10,False,True,True,285.12,10.0,False,True,True,True,True,13,13,11,0,0,0,0,0,10
145,"(0, 1, 10, 16)","LFX, LZD, TERI, RIF","['Levofloxacin', 'Linezolid', 'Terizidone', 'Rifampicin']","['levofloxacin', 'linezolid', 'terizidone', 'rifampicin']",True,True,True,11,False,True,True,281.42,8.0,False,True,True,True,True,13,14,14,0,0,0,0,1,11
146,"(0, 1, 10, 17)","LFX, LZD, TERI, RIF HD","['Levofloxacin', 'Linezolid', 'Terizidone', 'Rifampicin High Dose']","['levofloxacin', 'linezolid', 'terizidone', 'rifampicin_high_dose']",True,True,True,11,False,True,True,304.3,8.0,False,True,True,True,True,13,12,14,0,0,0,0,1,8
147,"(0, 1, 10, 18)","LFX, LZD, TERI, RBT","['Levofloxacin', 'Linezolid', 'Terizidone', 'Rifabutin']","['levofloxacin', 'linezolid', 'terizidone', 'rifabutin']",True,True,True,11,False,True,True,323.77000000000004,8.5,False,True,True,True,True,12,13,13,0,0,0,0,1,9
148,"(0, 1, 10, 19)","LFX, LZD, TERI, DLM","['Levofloxacin', 'Linezolid', 'Terizidone', 'Delamanid']","['levofloxacin', 'linezolid', 'terizidone', 'delamanid']",True,True,True,10,False,True,True,574.8,8.0,False,True,True,True,True,12,12,12,0,0,0,0,0,8
149,"(0, 1, 10, 20)","LFX, LZD, TERI, INH","['Levofloxacin', 'Linezolid', 'Terizidone', 'Isoniazid']","['levofloxacin', 'linezolid', 'terizidone', 'isoniazid']",True,True,True,11,False,True,True,266.78000000000003,8.0,False,True,True,True,True,15,14,12,0,0,0,0,1,11
150,"(0, 1, 10, 21)","LFX, LZD, TERI, INH HD","['Levofloxacin', 'Linezolid', 'Terizidone', 'Isoniazid High Dose']","['levofloxacin', 'linezolid', 'terizidone', 'isoniazid_high_dose']",True,True,True,11,False,True,True,267.40000000000003,8.25,False,True,True,True,True,14,14,12,0,0,0,0,1,9
151,"(0, 1, 10, 22)","LFX, LZD, TERI, PZA","['Levofloxacin', 'Linezolid', 'Terizidone', 'Pyrazinamide']","['levofloxacin', 'linezolid', 'terizidone', 'pyrazinamide']",True,True,True,9,False,True,True,268.17,8.0,False,True,True,True,True,11,13,13,0,0,0,0,1,11
153,"(0, 1, 11, 12)","LFX, LZD, STREP, EMB","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Ethambutol']","['levofloxacin', 'linezolid', 'streptomycin', 'ethambutol']",True,False,False,11,False,True,True,68.28,8.0,False,True,True,True,True,12,12,10,0,0,0,0,1,11
154,"(0, 1, 11, 13)","LFX, LZD, STREP, PAS","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Para-aminosalicylic acid']","['levofloxacin', 'linezolid', 'streptomycin', 'para_aminosalicylic_acid']",True,True,True,11,False,True,True,188.09,10.0,False,True,True,True,True,13,11,12,0,0,0,0,0,9
155,"(0, 1, 11, 14)","LFX, LZD, STREP, ETH","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Ethionamide']","['levofloxacin', 'linezolid', 'streptomycin', 'ethionamide']",True,False,False,11,False,True,True,77.89,10.0,False,True,True,True,True,13,12,11,0,0,0,0,0,10
156,"(0, 1, 11, 15)","LFX, LZD, STREP, PTH","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Prothionamide']","['levofloxacin', 'linezolid', 'streptomycin', 'prothionamide']",True,False,False,11,False,True,True,85.04,10.0,False,True,True,True,True,13,12,11,0,0,0,0,0,10
157,"(0, 1, 11, 16)","LFX, LZD, STREP, RIF","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Rifampicin']","['levofloxacin', 'linezolid', 'streptomycin', 'rifampicin']",True,True,True,12,False,True,True,81.34,8.0,False,True,True,True,True,13,13,14,0,0,0,0,1,11
158,"(0, 1, 11, 17)","LFX, LZD, STREP, RIF HD","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Rifampicin High Dose']","['levofloxacin', 'linezolid', 'streptomycin', 'rifampicin_high_dose']",True,True,True,12,False,True,True,104.22,8.0,False,True,True,True,True,13,11,14,0,0,0,0,1,8
159,"(0, 1, 11, 18)","LFX, LZD, STREP, RBT","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Rifabutin']","['levofloxacin', 'linezolid', 'streptomycin', 'rifabutin']",True,True,True,12,False,True,True,123.69,8.5,False,True,True,True,True,12,12,13,0,0,0,0,1,9
160,"(0, 1, 11, 19)","LFX, LZD, STREP, DLM","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Delamanid']","['levofloxacin', 'linezolid', 'streptomycin', 'delamanid']",True,True,True,11,False,True,True,374.72,8.0,False,True,True,True,True,12,11,12,0,0,0,0,0,8
161,"(0, 1, 11, 20)","LFX, LZD, STREP, INH","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Isoniazid']","['levofloxacin', 'linezolid', 'streptomycin', 'isoniazid']",True,True,True,12,False,True,True,66.7,8.0,False,True,True,True,True,15,13,12,0,0,0,0,1,11
162,"(0, 1, 11, 21)","LFX, LZD, STREP, INH HD","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Isoniazid High Dose']","['levofloxacin', 'linezolid', 'streptomycin', 'isoniazid_high_dose']",True,True,True,12,False,True,True,67.32000000000001,8.25,False,True,True,True,True,14,13,12,0,0,0,0,1,9
163,"(0, 1, 11, 22)","LFX, LZD, STREP, PZA","['Levofloxacin', 'Linezolid', 'Streptomycin', 'Pyrazinamide']","['levofloxacin', 'linezolid', 'streptomycin', 'pyrazinamide']",True,True,True,10,False,True,True,68.09,8.0,False,True,True,True,True,11,12,13,0,0,0,0,1,11
165,"(0, 1, 12, 13)","LFX, LZD, EMB, PAS","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Para-aminosalicylic acid']","['levofloxacin', 'linezolid', 'ethambutol', 'para_aminosalicylic_acid']",True,True,True,10,True,True,True,170.76,8.0,False,True,True,True,True,13,12,11,0,0,0,0,1,11
166,"(0, 1, 12, 14)","LFX, LZD, EMB, ETH","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Ethionamide']","['levofloxacin', 'linezolid', 'ethambutol', 'ethionamide']",True,False,False,10,False,True,True,60.56,8.0,False,True,True,True,True,13,13,10,0,0,0,0,1,12
167,"(0, 1, 12, 15)","LFX, LZD, EMB, PTH","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Prothionamide']","['levofloxacin', 'linezolid', 'ethambutol', 'prothionamide']",True,False,False,10,False,True,True,67.71,8.0,False,True,True,True,True,13,13,10,0,0,0,0,1,12
168,"(0, 1, 12, 16)","LFX, LZD, EMB, RIF","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Rifampicin']","['levofloxacin', 'linezolid', 'ethambutol', 'rifampicin']",True,True,True,11,True,True,True,64.00999999999999,6.0,False,True,True,True,True,13,14,13,0,0,0,0,2,13
169,"(0, 1, 12, 17)","LFX, LZD, EMB, RIF HD","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Rifampicin High Dose']","['levofloxacin', 'linezolid', 'ethambutol', 'rifampicin_high_dose']",True,True,True,11,True,True,True,86.89,6.0,False,True,True,True,True,13,12,13,0,0,0,0,2,10
170,"(0, 1, 12, 18)","LFX, LZD, EMB, RBT","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Rifabutin']","['levofloxacin', 'linezolid', 'ethambutol', 'rifabutin']",True,True,True,11,True,True,True,106.36,6.5,False,True,True,True,True,12,13,12,0,0,0,0,2,11
171,"(0, 1, 12, 19)","LFX, LZD, EMB, DLM","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Delamanid']","['levofloxacin', 'linezolid', 'ethambutol', 'delamanid']",True,True,True,10,True,True,True,357.39,6.0,False,True,True,True,True,12,12,11,0,0,0,0,1,10
172,"(0, 1, 12, 20)","LFX, LZD, EMB, INH","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Isoniazid']","['levofloxacin', 'linezolid', 'ethambutol', 'isoniazid']",True,True,True,11,True,True,True,49.37,6.0,False,True,True,True,True,15,14,11,0,0,0,0,2,13
173,"(0, 1, 12, 21)","LFX, LZD, EMB, INH HD","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Isoniazid High Dose']","['levofloxacin', 'linezolid', 'ethambutol', 'isoniazid_high_dose']",True,True,True,11,True,True,True,49.989999999999995,6.25,False,True,True,True,True,14,14,11,0,0,0,0,2,11
174,"(0, 1, 12, 22)","LFX, LZD, EMB, PZA","['Levofloxacin', 'Linezolid', 'Ethambutol', 'Pyrazinamide']","['levofloxacin', 'linezolid', 'ethambutol', 'pyrazinamide']",True,True,True,9,True,True,True,50.76,6.0,False,True,True,True,True,11,13,12,0,0,0,0,2,13
176,"(0, 1, 13, 14)","LFX, LZD, PAS, ETH","['Levofloxacin', 'Linezolid', 'Para-aminosalicylic acid', 'Ethionamide']","['levofloxacin', 'linezolid', 'para_aminosalicylic_acid', 'ethionamide']",True,True,True,10,True,True,True,180.37,10.0,False,True,True,True,True,14,12,12,0,0,0,0,0,10
177,"(0, 1, 13, 15)","LFX, LZD, PAS, PTH","['Levofloxacin', 'Linezolid', 'Para-aminosalicylic acid', 'Prothionamide']","['levofloxacin', 'linezolid', 'para_aminosalicylic_acid', 'prothionamide']",True,True,True,10,True,True,True,187.51999999999998,10.0,False,True,True,True,True,14,12,12,0,0,0,0,0,10
